CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11706,319.76,0.66,109.87,37.25,49.63,147.54,0.64,0.7,0.24,0.05,0,44,1420.77,350.89,48.78,0.15,11
C11707,951.44,0.85,1456.28,759.78,281.08,7.86,0.81,0.77,0.13,0.1,18,58,3965.13,1105.32,212.31,0.61,12
C11708,2700.34,0.21,281.27,98.92,96.23,1585.6,0.39,0.08,0.8,0.73,2,22,6538.9,1476.73,482.19,0.02,12
C11709,217.93,0.61,3.87,1.55,0.78,131.85,0.43,0.82,0.37,0.09,2,24,2628.1,252.86,41.01,0.06,12
C11710,2734.44,0.3,3122.92,1415.55,1202.27,68.25,0.34,0.27,0.21,0.15,14,28,8011.85,2077.48,553.5,0.08,12
C11711,1146.88,0.38,785.07,333.23,282.23,206.52,0.58,0.07,0.22,0.05,7,10,2504.45,1134.03,269.1,0.49,12
C11712,2369.68,0.96,301.85,177.0,91.66,1728.77,0.37,0.59,0.14,0.51,10,43,6208.35,1853.54,489.14,0.06,11
C11713,2047.27,0.2,179.72,59.59,57.87,2643.69,0.99,0.23,0.08,0.54,1,8,4343.09,1904.44,452.61,0.18,12
C11714,464.91,0.45,76.3,41.62,14.56,18.45,0.6,0.08,0.68,0.07,8,50,1381.5,450.42,100.67,0.14,12
C11715,4390.31,0.32,3288.91,1751.56,357.74,45.98,0.34,0.61,0.44,0.05,16,58,8972.04,2603.85,1236.38,0.08,11
C11716,45.08,0.66,123.88,76.17,52.07,135.36,0.51,0.1,0.15,0.1,11,15,500.0,36.14,10.55,0.07,12
C11717,1614.43,0.88,607.2,205.64,276.71,15.78,0.78,0.89,0.79,0.05,4,23,2006.7,1040.69,301.32,0.35,11
C11718,2453.93,0.51,4766.75,2064.2,1959.84,112.23,0.81,0.97,0.02,0.15,3,2,7909.3,1431.9,673.58,0.21,9
C11719,2911.19,0.87,3377.01,1954.75,1293.97,0.0,0.64,0.74,0.43,0.06,13,20,6680.95,2661.87,800.87,0.14,11
C11720,216.83,0.55,55.78,32.62,16.11,100.49,0.0,0.29,0.13,0.2,14,12,1725.96,211.67,29.9,0.2,12
C11721,363.68,0.93,140.55,67.44,46.88,129.6,0.87,0.56,0.03,0.06,15,37,1911.97,247.41,91.4,0.11,12
C11722,4488.67,0.88,3632.3,1760.6,1368.11,216.92,0.91,0.03,0.55,0.07,2,47,8939.33,2267.35,1326.93,0.03,6
C11723,1038.85,0.34,930.06,638.01,102.76,119.65,0.87,0.62,0.16,0.11,7,3,2760.15,1225.35,105.66,0.5,12
C11724,900.04,0.91,850.35,366.07,229.14,34.66,0.67,0.26,0.07,0.0,1,10,4933.41,749.19,134.32,0.54,10
C11725,274.89,0.35,45.35,16.33,8.61,219.44,0.03,0.46,0.48,0.0,15,38,780.82,262.87,42.29,0.11,9
C11726,286.4,0.59,64.64,44.03,15.89,85.35,0.95,0.18,0.84,0.05,5,27,1766.71,158.28,58.04,0.18,11
C11727,2234.18,0.36,51.52,32.14,20.59,2061.9,0.07,0.99,0.49,0.59,6,52,5050.92,2087.07,649.41,0.2,12
C11728,471.68,0.51,16.18,6.39,3.97,50.97,0.15,0.21,0.08,0.15,11,47,2440.23,487.63,59.62,0.14,8
C11729,901.55,0.99,846.27,544.07,334.82,107.26,0.63,0.42,0.3,0.17,2,43,3649.51,480.68,214.96,0.65,10
C11730,1286.25,0.81,70.51,28.27,34.46,2189.34,0.46,0.25,0.45,0.81,15,58,4714.14,1114.54,314.67,0.14,10
C11731,348.44,0.64,87.14,54.99,40.9,125.78,0.75,0.54,0.28,0.1,9,25,1352.41,208.86,78.07,0.25,12
C11732,4341.98,0.95,3758.3,2072.42,1620.16,164.31,0.63,0.91,0.34,0.12,11,39,11171.96,2617.54,855.67,0.07,11
C11733,254.83,0.49,63.42,31.27,27.98,60.42,0.0,0.16,0.5,0.02,14,6,1322.57,237.09,49.17,0.14,12
C11734,1872.74,0.34,243.59,163.51,62.74,1496.05,0.64,0.14,0.94,0.86,13,5,3239.18,1748.16,225.69,0.01,9
C11735,4574.68,0.86,4803.56,2996.21,1886.04,128.55,0.86,0.07,0.8,0.19,0,14,8939.14,4060.66,385.7,0.17,12
C11736,2253.8,0.21,171.16,60.24,62.78,2156.7,0.85,0.59,0.2,0.37,1,17,4746.01,1931.77,300.92,0.12,11
C11737,393.05,0.84,24.57,14.3,12.12,0.0,0.16,0.6,0.79,0.02,16,15,2065.34,325.84,42.21,0.2,12
C11738,1496.77,0.22,867.19,534.02,286.14,128.26,0.35,0.82,0.39,0.06,17,40,3648.09,1252.58,319.05,0.77,11
C11739,5026.23,0.43,2841.35,1467.42,772.58,91.38,0.12,0.84,0.82,0.11,5,23,7928.37,3689.87,1323.33,0.13,12
C11740,359.72,0.48,66.28,27.2,28.82,89.69,0.75,0.1,0.62,0.17,0,42,1284.7,244.66,32.26,0.18,11
C11741,234.28,0.45,91.96,36.21,36.77,141.69,0.63,0.91,0.68,0.07,13,8,636.37,160.71,50.34,0.22,6
C11742,443.52,0.39,21.6,14.9,3.24,152.86,0.48,0.83,0.36,0.07,19,21,1550.28,503.69,35.69,0.25,12
C11743,2071.74,0.29,164.21,77.96,55.59,2681.63,0.3,0.65,0.71,0.48,2,34,6507.4,1422.65,300.45,0.03,12
C11744,3018.59,0.2,3276.2,1662.77,1103.83,10.19,0.79,0.35,0.57,0.17,1,59,7048.74,2300.64,281.62,0.16,12
C11745,995.63,0.82,472.47,254.79,166.62,48.91,0.79,0.75,0.62,0.09,7,21,3713.97,849.14,124.34,0.56,12
C11746,3286.78,0.57,4958.69,1687.21,2363.31,146.8,0.49,0.62,0.55,0.07,12,34,8477.33,3352.14,869.82,0.09,12
C11747,231.53,0.33,1299.28,432.03,442.81,110.91,0.12,0.35,0.06,0.04,9,29,3494.95,241.71,35.87,0.39,12
C11748,1079.23,0.27,605.19,229.52,271.13,56.02,0.47,0.01,0.47,0.03,9,0,2685.53,1084.82,83.26,0.53,12
C11749,1236.44,0.42,750.13,244.64,182.55,37.25,0.9,0.59,0.05,0.19,9,17,3741.98,880.49,123.32,0.62,11
C11750,1035.98,0.48,1531.39,1009.78,188.29,149.43,0.58,0.58,0.17,0.1,19,17,3218.45,636.26,270.3,0.54,9
C11751,353.39,0.57,76.69,27.55,19.18,82.27,0.75,0.15,0.48,0.01,5,27,1410.71,378.81,53.91,0.28,10
C11752,2801.5,0.28,132.58,51.79,41.51,1199.87,0.29,0.91,0.41,0.37,1,11,4938.53,3115.67,795.61,0.21,12
C11753,3886.37,0.98,4008.13,2063.88,1736.84,170.35,0.34,0.16,0.05,0.19,10,42,10047.78,4426.76,739.6,0.15,12
C11754,249.74,0.41,26.86,17.69,9.48,74.97,0.12,0.29,0.14,0.05,9,28,2075.1,274.92,44.15,0.16,11
C11755,974.49,0.55,500.53,159.97,138.59,175.97,0.34,0.37,0.47,0.06,5,5,3365.98,733.75,159.86,0.62,12
C11756,426.29,0.77,87.56,33.83,24.93,111.07,0.17,0.68,0.97,0.19,19,21,1558.04,258.95,103.74,0.22,12
C11757,2767.99,0.45,296.4,173.97,147.81,845.64,0.54,0.08,0.49,0.9,3,30,5248.3,2683.01,716.71,0.04,12
C11758,4299.23,0.27,332.88,168.99,52.11,1825.0,0.39,0.7,0.77,0.32,2,13,,4104.01,351.51,0.09,7
C11759,1444.14,0.5,154.03,82.84,28.06,2662.57,0.84,0.41,0.44,0.4,2,37,4519.25,972.67,219.66,0.2,12
C11760,425.91,0.64,82.13,25.2,28.75,26.66,0.38,0.18,0.19,0.15,18,45,1256.87,397.87,51.4,0.03,11
C11761,33.8,0.87,57.58,37.24,21.91,74.51,0.21,0.11,0.02,0.07,17,40,1592.11,40.52,9.29,0.2,11
C11762,286.22,0.49,26.6,14.14,6.86,109.15,0.08,0.41,0.38,0.07,19,40,2513.45,176.88,66.88,0.26,12
C11763,368.96,0.91,54.27,34.39,6.12,112.42,0.25,0.45,0.92,0.15,2,55,901.95,282.26,45.41,0.11,11
C11764,307.8,0.64,115.94,79.48,35.8,122.86,0.7,0.14,0.32,0.17,0,31,2318.86,238.16,46.81,0.07,12
C11765,501.61,0.77,6.24,3.7,0.98,45.2,0.63,0.48,0.37,0.02,7,46,1403.39,325.78,77.65,0.26,11
C11766,3058.09,0.22,191.78,59.91,23.48,1299.63,0.62,0.5,0.69,0.39,9,20,3227.31,3216.04,865.3,0.14,12
C11767,0.0,0.92,24.89,14.55,5.92,244.74,0.86,0.98,0.74,0.13,5,44,2109.02,0.0,0.0,0.25,12
C11768,421.55,0.37,33.57,17.64,5.18,71.73,0.25,0.71,0.61,0.06,12,34,2510.72,274.8,23.02,0.02,12
C11769,3919.38,0.46,3531.9,1205.85,973.39,46.91,0.47,0.01,0.34,0.13,12,52,10433.78,4313.11,911.34,0.06,7
C11770,1847.32,0.62,592.22,241.73,239.66,45.17,0.17,0.48,0.95,0.03,13,4,2836.22,1474.27,136.95,0.48,7
C11771,4182.77,0.97,3216.06,1182.02,382.13,106.84,0.22,0.02,0.35,0.16,6,54,9365.33,3704.41,868.7,0.13,10
C11772,1795.86,0.48,946.28,633.95,283.84,57.94,0.37,0.51,0.29,0.06,0,13,2318.35,1758.91,320.34,0.64,11
C11773,3303.16,0.38,128.89,79.67,38.51,2523.46,0.71,0.34,0.84,0.35,5,50,4868.73,3672.82,795.0,0.19,10
C11774,766.29,0.97,908.97,527.51,91.54,0.0,0.83,0.9,0.94,0.04,3,22,3971.68,504.82,143.71,0.85,12
C11775,1082.93,0.85,925.58,560.28,365.88,181.62,0.31,0.49,0.96,0.04,19,36,3528.07,990.49,101.59,0.77,12
C11776,4561.08,0.73,3286.26,1776.22,446.58,202.54,0.4,0.85,0.53,0.12,16,20,7662.17,4424.72,1247.41,0.22,12
C11777,819.0,0.53,254.77,163.59,120.46,227.99,0.89,0.58,0.87,0.12,19,50,4506.22,917.66,225.91,0.45,12
C11778,306.24,0.54,32.26,12.63,11.48,118.1,0.78,0.4,0.18,0.16,15,43,2527.36,318.68,47.52,0.07,11
C11779,1802.71,0.96,923.42,369.55,198.65,20.73,0.69,0.23,0.89,0.13,2,19,3751.81,2055.27,364.79,0.68,12
C11780,76.58,0.26,46.98,25.22,22.09,64.96,0.41,0.18,0.76,0.09,9,7,1160.16,42.32,14.4,0.07,12
C11781,3609.58,0.81,4171.08,2602.98,1085.25,0.0,0.34,0.79,0.4,0.16,13,57,9493.47,2879.8,662.57,0.15,11
C11782,225.7,0.68,55.67,35.31,11.36,0.0,0.72,0.88,0.25,0.0,1,58,2132.11,161.25,16.37,0.12,8
C11783,225.83,0.97,38.43,26.53,9.75,120.42,0.09,0.32,0.76,0.14,17,10,1720.62,191.51,39.18,0.1,10
C11784,445.36,0.65,111.15,67.24,38.31,143.12,0.54,0.49,0.43,0.11,16,19,1852.78,475.45,47.34,0.08,12
C11785,2730.01,0.42,4913.23,1931.38,1913.4,256.67,0.06,0.29,0.98,0.04,19,13,11611.0,2306.29,681.03,0.12,10
C11786,468.97,0.82,62.08,24.35,22.64,93.35,0.62,0.46,0.85,0.13,5,13,1005.62,246.02,122.96,0.05,11
C11787,2633.28,0.99,3629.59,1735.8,1700.44,0.0,0.57,0.87,0.79,0.2,5,9,7949.77,2553.16,143.97,0.29,7
C11788,2957.58,0.93,182.57,102.25,88.08,1838.17,0.06,0.14,0.33,0.39,12,43,3767.33,1500.1,692.62,0.09,11
C11789,17.79,0.44,136.99,69.21,24.5,77.4,0.42,0.29,0.71,0.13,15,46,1399.54,10.11,1.4,0.22,12
C11790,3706.66,0.48,3762.91,1230.43,1749.82,60.7,0.19,0.7,0.76,0.09,5,36,9386.67,3741.54,194.46,0.09,10
C11791,54.72,0.8,54.53,26.87,7.78,127.5,0.8,0.31,0.41,0.08,6,26,1434.39,59.19,2.92,0.08,6
C11792,179.52,0.68,38.54,24.16,18.61,2.84,0.91,0.08,0.09,0.06,6,58,648.37,129.74,29.89,0.14,12
C11793,3418.46,0.21,3673.59,1455.2,748.45,110.46,0.31,0.37,0.74,0.05,12,44,7740.84,3070.82,866.68,0.22,12
C11794,2409.13,0.31,111.01,61.5,22.9,1792.88,0.03,0.68,0.29,0.72,2,3,3893.15,2127.33,308.01,0.0,12
C11795,260.86,0.27,19.13,7.8,5.14,213.58,0.9,0.98,0.13,0.15,10,30,1168.6,140.58,73.34,0.05,9
C11796,1274.49,0.34,871.07,454.93,150.43,124.83,0.84,0.89,0.04,0.06,4,10,,1123.32,,0.52,12
C11797,408.49,0.44,1.81,1.05,0.78,183.45,0.8,0.56,0.33,0.11,14,24,1221.01,207.38,39.69,0.11,11
C11798,1194.71,0.97,1274.78,488.1,191.08,64.49,0.36,0.78,0.51,0.04,14,23,3033.09,1283.09,196.85,0.39,12
C11799,1324.57,0.74,1260.59,751.08,347.56,75.66,0.08,0.57,0.04,0.04,18,53,1777.44,1355.96,273.84,0.37,12
C11800,1086.79,0.24,0.0,0.0,0.0,207.83,0.97,0.49,0.56,0.12,7,49,1576.03,759.23,191.74,0.89,10
C11801,1410.13,0.69,1032.05,438.73,365.51,0.0,0.49,0.17,0.9,0.12,2,25,3602.44,964.01,225.86,0.49,12
C11802,560.63,0.55,43.68,28.74,14.98,67.75,0.36,0.29,0.6,0.1,4,46,1817.38,354.93,54.45,0.05,11
C11803,4317.63,0.8,3339.51,2044.46,1662.6,190.28,0.78,0.45,0.52,0.14,4,37,8374.45,5038.38,970.75,0.0,10
C11804,2570.62,0.91,4487.57,2281.72,489.23,83.11,0.67,0.99,0.23,0.13,0,33,7663.06,2807.25,353.72,0.26,12
C11805,3644.7,0.25,4373.16,1456.59,996.72,77.15,0.04,0.61,0.44,0.04,11,51,8413.54,3959.66,1066.6,0.09,11
C11806,0.0,0.98,74.14,35.31,11.12,78.77,0.96,0.94,0.6,0.01,13,37,1507.15,0.0,0.0,0.07,12
C11807,968.66,0.25,819.61,354.02,142.47,109.37,0.56,0.26,0.87,0.05,7,12,4836.84,1034.6,102.09,0.53,12
C11808,1391.65,0.79,1349.45,546.5,251.54,186.89,0.19,0.07,0.88,0.09,5,23,5043.15,1272.1,368.66,0.78,12
C11809,438.68,0.92,42.38,23.63,14.87,173.94,0.02,0.98,0.45,0.04,11,24,1978.22,311.3,44.82,0.16,9
C11810,117.04,0.8,36.98,24.73,7.72,100.92,0.55,0.33,0.18,0.1,3,50,1030.74,93.79,10.77,0.14,6
C11811,1421.63,0.32,1048.11,375.88,383.27,187.39,0.59,0.54,0.71,0.01,15,8,3229.02,1117.91,326.45,0.45,11
C11812,4356.91,0.37,4069.82,2428.28,1608.51,127.34,0.1,0.07,0.95,0.1,4,28,8148.46,3251.47,542.6,0.06,12
C11813,361.95,0.23,70.9,38.9,18.49,168.73,0.54,0.86,0.96,0.07,13,32,2200.51,242.36,55.86,0.22,12
C11814,4600.34,0.3,3418.45,1937.62,1075.21,17.73,0.43,0.0,1.0,0.19,13,57,9340.91,3582.61,748.77,0.27,12
C11815,1691.69,0.25,1197.09,763.83,182.96,239.08,0.44,0.91,0.25,0.18,15,47,5255.27,1555.52,415.97,0.42,12
C11816,2924.88,0.24,4449.61,2003.13,1784.54,117.62,0.98,0.17,0.84,0.19,10,15,9686.56,1864.12,566.18,0.23,12
C11817,1103.34,0.65,1475.08,784.48,394.8,0.0,0.3,0.18,0.05,0.13,3,3,3098.89,661.23,259.67,0.31,12
C11818,1623.53,0.26,1229.32,504.92,533.34,232.76,0.88,0.83,0.02,0.19,0,7,2251.71,1596.18,481.98,0.38,12
C11819,1163.19,0.54,712.32,294.67,221.17,100.4,0.34,0.39,0.67,0.04,0,3,2747.07,1010.15,264.91,0.78,12
C11820,2722.19,0.77,0.0,0.0,0.0,3174.97,0.18,0.26,0.12,0.38,2,24,6035.24,2032.16,325.88,0.09,7
C11821,2220.65,0.21,269.39,81.6,65.58,51.55,0.15,0.6,0.39,0.15,17,44,2845.51,2521.62,536.81,0.58,12
C11822,768.56,0.71,1091.21,435.66,271.39,135.16,0.94,0.25,0.01,0.1,2,39,3967.98,632.47,201.73,0.53,12
C11823,1174.12,0.81,691.13,249.26,189.79,28.93,0.02,0.29,0.09,0.04,9,42,3635.86,859.71,185.16,0.51,12
C11824,2491.39,0.63,4647.18,1616.97,1647.02,53.85,0.22,0.05,0.21,0.13,9,31,9704.21,1622.84,535.36,0.28,10
C11825,281.71,0.58,17.66,8.01,5.34,55.77,0.34,0.54,0.55,0.19,12,24,834.39,204.58,48.62,0.27,9
C11826,1124.1,0.78,661.86,226.19,279.11,76.62,0.66,0.13,0.33,0.1,2,49,3306.85,777.46,92.05,0.46,11
C11827,1126.1,0.62,820.05,296.63,99.98,58.78,0.38,0.84,0.56,0.05,1,21,3184.38,1246.33,261.48,0.58,12
C11828,2137.54,0.61,238.73,135.48,109.87,2261.03,0.02,0.75,0.65,0.58,16,35,5467.91,2403.43,343.96,0.28,12
C11829,753.63,0.84,808.27,453.06,380.22,121.68,0.52,0.29,0.0,0.02,14,16,3877.11,594.47,102.95,0.79,12
C11830,2060.09,0.87,801.41,543.36,158.38,131.44,0.88,0.53,0.85,0.16,12,21,1768.86,1406.35,343.9,0.37,9
C11831,2875.19,0.49,229.61,153.41,32.22,2708.26,0.89,0.58,0.06,0.7,2,3,5037.53,1699.94,562.14,0.2,8
C11832,1438.77,0.53,981.02,637.25,322.5,92.55,0.99,0.67,0.87,0.04,14,36,2718.14,1440.63,344.18,0.79,12
C11833,450.44,0.84,42.21,24.33,5.31,18.38,0.34,0.42,0.98,0.17,15,30,1915.12,502.4,124.85,0.26,12
C11834,386.4,0.64,5.96,2.42,1.14,244.41,0.12,0.65,0.9,0.09,16,18,1317.28,304.4,85.42,0.15,12
C11835,366.3,0.75,64.14,23.81,19.44,174.2,0.07,0.17,0.54,0.16,1,36,1721.82,407.49,109.37,0.19,10
C11836,410.4,0.26,85.19,57.91,29.44,229.03,0.87,0.47,0.77,0.16,11,7,511.57,276.3,36.68,0.05,11
C11837,1135.75,0.28,1059.58,724.59,188.31,182.76,0.75,0.09,0.17,0.14,1,51,3911.38,1051.82,100.61,0.63,12
C11838,4577.76,0.63,3065.54,1538.21,1450.29,63.17,0.63,0.94,0.94,0.19,6,1,7411.29,2548.73,1133.49,0.3,12
C11839,2818.29,0.86,2307.4,1198.38,398.09,0.0,0.5,0.4,0.02,0.18,6,32,9362.09,2520.07,587.27,0.19,12
C11840,270.35,0.45,23.37,7.06,3.77,1.67,0.46,0.62,0.55,0.03,2,16,1380.88,256.04,71.79,0.21,12
C11841,969.14,0.97,1199.12,431.0,197.77,150.92,0.49,0.49,0.46,0.07,4,9,3055.68,921.72,212.96,0.33,12
C11842,303.0,0.81,29.36,15.22,13.85,91.86,0.36,0.03,0.8,0.19,18,10,778.3,316.68,16.1,0.13,9
C11843,1957.07,0.83,191.91,71.53,86.65,1710.34,0.47,0.06,0.75,0.35,19,18,5071.82,1108.33,426.98,0.09,9
C11844,113.16,0.87,72.72,35.74,8.23,0.0,0.21,0.26,0.33,0.09,10,37,1570.05,78.65,11.65,0.25,12
C11845,1424.92,0.4,240.86,148.84,94.09,98.95,0.12,0.67,0.16,0.17,9,47,3743.47,1403.75,230.46,0.69,12
C11846,98.84,0.46,57.98,35.97,7.5,13.46,0.21,0.64,0.79,0.13,19,55,1208.05,90.39,22.03,0.12,12
C11847,1141.55,0.29,1051.27,677.72,136.8,42.05,0.97,0.19,0.98,0.07,9,37,2960.65,1329.47,244.37,0.34,12
C11848,649.28,0.5,877.23,345.88,114.4,168.01,0.99,0.49,0.1,0.05,8,29,5902.45,681.04,94.56,0.67,8
C11849,4786.33,0.23,3723.37,1760.26,1607.93,17.67,0.75,0.37,0.73,0.17,0,46,9816.99,3971.15,1092.56,0.11,11
C11850,79.65,0.8,29.11,16.03,7.89,25.3,0.84,0.57,0.52,0.17,2,48,1327.69,69.58,22.78,0.24,7
C11851,1826.9,0.84,145.25,77.34,46.89,2444.2,0.1,0.33,0.31,0.31,9,24,6294.26,1757.1,196.74,0.25,11
C11852,1356.81,0.37,737.13,515.72,82.8,169.79,0.12,0.9,0.01,0.16,6,25,2372.35,688.12,108.35,0.3,12
C11853,3920.91,0.59,4098.7,1682.57,1886.86,67.78,0.09,0.47,0.72,0.04,1,4,8991.54,2960.09,328.39,0.12,12
C11854,4322.7,0.74,3503.07,1150.89,1726.35,217.38,0.06,0.43,0.13,0.08,14,0,11018.72,2530.21,710.66,0.29,12
C11855,3824.52,0.79,124.68,56.75,24.2,1387.0,0.75,0.7,0.85,0.51,12,53,5122.89,2553.28,476.38,0.11,11
C11856,74.79,0.98,71.01,36.02,25.75,0.0,0.06,0.78,0.26,0.05,1,51,1038.63,80.83,12.48,0.19,12
C11857,45.79,0.36,55.26,25.14,20.53,0.0,0.95,0.44,0.59,0.16,19,20,1237.15,40.47,3.25,0.04,12
C11858,317.65,0.4,107.96,46.18,52.52,0.0,0.65,0.11,0.28,0.02,5,56,1516.04,350.15,35.49,0.13,10
C11859,384.04,0.88,7.59,3.06,2.23,126.92,0.17,0.09,0.7,0.1,6,5,564.36,430.96,52.53,0.07,12
C11860,99.94,0.28,624.15,293.97,121.81,21.78,0.82,0.33,0.12,0.17,3,57,2096.32,106.35,28.33,0.77,12
C11861,2690.79,0.83,48.56,27.96,11.85,2748.01,0.82,0.73,0.34,0.46,16,35,4820.67,2780.8,334.36,0.07,12
C11862,2311.68,0.31,157.64,56.68,56.09,463.55,0.56,0.65,0.51,0.64,19,31,4156.16,1424.62,143.44,0.14,12
C11863,1386.85,0.57,1021.29,659.97,295.15,165.92,0.09,0.29,0.59,0.01,19,44,4250.52,954.86,177.18,0.51,12
C11864,1757.13,0.67,640.51,356.41,84.4,184.07,0.4,0.0,0.58,0.08,1,13,3998.5,1744.57,499.41,0.35,12
C11865,2232.14,0.81,151.45,51.94,64.06,2297.07,0.55,0.64,0.08,0.56,19,28,2294.95,1586.46,350.02,0.13,12
C11866,1569.49,0.29,53.57,16.57,23.88,2256.45,0.74,0.56,0.03,0.9,1,13,7139.92,1196.9,399.66,0.02,12
C11867,173.23,0.86,15.39,4.93,4.48,122.09,0.3,0.77,0.24,0.11,14,36,2177.43,200.15,20.24,0.13,7
C11868,1834.97,0.88,1346.19,452.52,416.5,139.75,0.87,0.69,0.04,0.05,13,24,3912.28,1824.16,154.04,0.73,11
C11869,3736.76,0.83,3249.98,1811.59,964.04,62.01,0.25,0.25,0.22,0.14,17,25,10325.07,2147.31,650.81,0.04,12
C11870,759.71,0.95,110.67,74.85,34.52,113.18,1.0,0.73,0.06,0.08,10,44,1271.21,763.39,171.27,0.04,10
C11871,1469.26,0.9,642.67,227.07,90.65,0.0,0.12,0.49,0.53,0.17,7,48,2354.08,1551.03,383.92,0.89,12
C11872,4269.85,0.81,155.35,64.27,42.48,770.48,0.83,0.57,0.1,0.42,13,51,6200.4,4864.72,470.79,0.13,6
C11873,2226.16,0.66,195.06,126.08,54.45,2027.22,0.13,0.36,0.42,0.84,11,47,4743.55,2180.72,660.42,0.0,12
C11874,2122.9,0.85,187.13,93.99,93.4,1354.49,0.76,0.79,0.77,0.55,3,10,4213.62,1203.68,365.8,0.15,8
C11875,3226.01,0.98,3926.63,1848.87,469.08,192.12,0.86,0.2,0.77,0.12,13,43,9800.4,3341.15,566.4,0.06,12
C11876,426.73,0.71,0.0,0.0,0.0,152.87,0.31,0.2,0.56,0.07,13,42,1971.08,409.41,112.93,0.22,12
C11877,232.55,0.39,17.53,5.97,5.23,106.38,0.1,0.24,0.03,0.08,4,1,932.33,190.53,35.31,0.28,12
C11878,1421.04,0.4,867.62,336.49,380.79,93.98,1.0,0.79,0.54,0.15,12,11,2083.05,1467.05,,0.37,9
C11879,1676.67,0.84,1533.09,1049.87,436.16,0.0,0.97,0.73,0.25,0.03,6,30,3041.96,1454.65,321.78,0.82,12
C11880,725.12,0.99,784.26,437.12,169.72,33.16,0.76,0.27,0.57,0.05,10,18,3988.03,835.78,60.8,0.48,11
C11881,675.2,0.37,1347.53,558.57,423.27,35.77,0.39,0.14,0.91,0.02,7,47,2165.06,777.91,39.32,0.86,10
C11882,1702.57,0.98,412.29,279.86,90.21,145.98,0.13,0.03,0.6,0.05,13,46,4770.2,1119.97,482.76,0.61,10
C11883,3745.06,0.41,2272.05,1042.87,725.53,175.6,0.42,0.68,0.94,0.1,1,14,6410.71,3027.54,998.52,0.19,12
C11884,383.84,0.53,59.79,21.3,22.48,158.93,0.72,0.54,0.21,0.04,3,1,1384.28,245.26,113.57,0.06,11
C11885,264.81,0.93,70.86,48.62,22.13,194.61,0.15,0.7,0.27,0.01,9,15,1564.82,193.71,57.87,0.25,8
C11886,262.17,0.97,0.0,0.0,0.0,105.78,0.02,0.71,0.15,0.2,13,54,1090.65,172.03,55.43,0.05,10
C11887,41.88,0.65,0.0,0.0,0.0,21.37,0.9,0.84,0.08,0.09,15,54,1583.3,35.95,4.28,0.03,12
C11888,2835.81,0.96,293.86,90.81,106.83,2251.69,0.7,0.42,0.01,0.77,3,30,4078.94,1419.18,597.15,0.28,11
C11889,1567.23,0.87,596.2,246.39,290.87,42.01,0.69,0.83,0.93,0.15,12,50,2913.51,1651.83,269.72,0.81,8
C11890,412.07,0.89,125.51,85.12,37.23,152.63,0.95,0.44,0.45,0.03,19,33,1860.04,251.88,59.48,0.1,8
C11891,3924.81,0.89,2502.13,906.3,1053.6,71.27,0.52,0.71,0.94,0.1,12,59,9131.62,2715.52,865.87,0.08,8
C11892,1358.18,0.51,809.88,525.93,258.81,92.12,0.32,0.55,0.86,0.11,1,9,3906.29,845.38,96.77,0.7,12
C11893,146.5,0.22,16.53,10.05,6.31,155.49,0.91,0.92,0.74,0.03,12,29,1655.57,109.55,25.78,0.17,12
C11894,297.5,0.33,75.33,34.0,16.87,40.71,0.99,0.37,0.92,0.02,7,10,1056.18,164.79,71.26,0.26,12
C11895,352.31,0.26,111.14,72.76,54.1,177.12,0.02,0.69,0.26,0.05,0,7,1517.27,387.97,90.72,0.2,12
C11896,3406.39,0.39,2888.43,1932.6,537.42,0.0,0.33,0.6,0.86,0.05,8,9,11044.83,2692.63,587.62,0.23,11
C11897,215.39,0.24,48.84,31.59,7.99,124.52,0.36,1.0,0.68,0.06,0,0,2814.95,247.05,29.76,0.18,11
C11898,384.53,0.42,16.46,7.62,1.95,92.73,0.11,0.08,0.6,0.05,2,56,,204.91,74.25,0.0,12
C11899,374.64,0.67,50.33,26.92,15.93,166.19,0.22,0.6,0.62,0.11,3,42,500.0,232.58,30.74,0.13,12
C11900,903.09,0.31,930.63,393.15,323.45,0.0,0.02,0.23,0.91,0.06,4,29,4197.85,979.93,65.81,0.55,12
C11901,51.89,0.45,33.98,11.96,12.23,0.0,0.7,0.88,0.93,0.15,18,49,642.23,42.79,13.22,0.02,12
C11902,4008.27,0.38,3605.51,2382.68,608.94,160.0,0.11,0.79,0.18,0.01,4,34,8562.37,2170.92,327.18,0.05,12
C11903,184.9,0.28,35.6,24.65,12.84,68.73,0.89,0.66,0.08,0.12,17,25,851.2,98.49,28.53,0.27,10
C11904,1611.04,0.74,1207.98,390.7,200.58,92.74,0.58,0.48,0.27,0.15,3,29,4305.85,1814.67,246.39,0.37,12
C11905,759.43,0.91,996.29,572.96,400.5,47.22,0.36,0.68,0.81,0.09,11,25,,518.84,224.61,0.75,9
